StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q59,Q60,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q39,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,ID,Message,Block6_DO,sourcefile,gender,country,string,U,V,Y
2020-06-26 14:42:35,2020-06-26 14:43:31,0,100,56,1,2020-06-26 14:43:32,R_2ZPm2zcLBK6LkE1,anonymous,EN,1,1,0,0,3.865,0,NA,0,5,5,3,5,2,5,1,4,2,2,1,3,2,1,"<object width=""300"" height=""300"" type=""text/plain"" data=""https://raw.githubusercontent.com/maxkasy/Adaptive_matching_messages/master/Pipeline/Qualtrics_input/F-US-2/1_msg.txt"" border=""0"" > </object>",Q27|Q29|Q41|Q106|Q102|Q100|Q104|Q101|Q30|Q31|Q34|Q107|Q103|Q108|Q113|Q111|Q32|Q33|Q35|Q109|Q112|Q105|Q110,F-US_2_2020-06-26_224315.csv,F,US,American woman,2,2,40
