U,V,ybar,yhat
1,1,0.6730769230769231,0.6283437335215947
1,2,0.6688034188034189,0.6287982922535393
1,3,0.6615384615384615,0.6027591917275735
1,4,0.5128205128205129,0.6113322175702076
2,1,0.6153846153846154,0.6659389213608136
2,2,0.6848290598290598,0.6721571316277749
2,3,0.6978021978021978,0.6435299522408174
2,4,0.6673076923076924,0.6650206545239687
3,1,0.5673076923076923,0.6516062721694376
3,2,0.6346153846153846,0.6662708502805936
3,3,0.6016483516483516,0.6367571450371792
3,4,0.6111111111111112,0.6520997029735528
4,1,0.5909090909090909,0.617734403506008
4,2,0.8557692307692307,0.6375021795055307
4,3,0.676923076923077,0.6113019159166766
4,4,0.6456043956043955,0.6243565484609372
